customer_id,customer_name,email,active,total_rentals,total_spent,days_since_last_rental,churn_status
194,"KRISTEN CHAVEZ",KRISTEN.CHAVEZ@sakilacustomer.org,1,18,87.82,175,"Likely Churned"
195,"VANESSA SIMS",VANESSA.SIMS@sakilacustomer.org,1,19,86.81,175,"Likely Churned"
196,"ALMA AUSTIN",ALMA.AUSTIN@sakilacustomer.org,1,35,151.65,175,"Likely Churned"
197,"SUE PETERS",SUE.PETERS@sakilacustomer.org,1,40,154.60,175,"Likely Churned"
198,"ELSIE KELLEY",ELSIE.KELLEY@sakilacustomer.org,1,37,141.63,175,"Likely Churned"
201,"VICKI FIELDS",VICKI.FIELDS@sakilacustomer.org,1,25,108.75,175,"Likely Churned"
202,"CARLA GUTIERREZ",CARLA.GUTIERREZ@sakilacustomer.org,1,26,103.74,175,"Likely Churned"
203,"TARA RYAN",TARA.RYAN@sakilacustomer.org,1,20,88.80,175,"Likely Churned"
206,"TERRI VASQUEZ",TERRI.VASQUEZ@sakilacustomer.org,1,27,126.73,175,"Likely Churned"
207,"GERTRUDE CASTILLO",GERTRUDE.CASTILLO@sakilacustomer.org,1,34,137.66,175,"Likely Churned"
209,"TONYA CHAPMAN",TONYA.CHAPMAN@sakilacustomer.org,1,32,161.68,175,"Likely Churned"
210,"ELLA OLIVER",ELLA.OLIVER@sakilacustomer.org,1,31,137.69,175,"Likely Churned"
212,"WILMA RICHARDS",WILMA.RICHARDS@sakilacustomer.org,1,20,91.80,175,"Likely Churned"
218,"VERA MCCOY",VERA.MCCOY@sakilacustomer.org,1,18,67.82,175,"Likely Churned"
220,"CHARLENE ALVAREZ",CHARLENE.ALVAREZ@sakilacustomer.org,1,27,114.73,175,"Likely Churned"
223,"MELINDA FERNANDEZ",MELINDA.FERNANDEZ@sakilacustomer.org,1,17,80.83,175,"Likely Churned"
224,"PEARL GARZA",PEARL.GARZA@sakilacustomer.org,1,22,76.78,175,"Likely Churned"
226,"MAUREEN LITTLE",MAUREEN.LITTLE@sakilacustomer.org,1,21,87.79,175,"Likely Churned"
232,"CONSTANCE REID",CONSTANCE.REID@sakilacustomer.org,1,25,95.75,175,"Likely Churned"
233,"LILLIE KIM",LILLIE.KIM@sakilacustomer.org,1,23,89.77,175,"Likely Churned"
237,"TANYA GILBERT",TANYA.GILBERT@sakilacustomer.org,1,33,144.67,175,"Likely Churned"
238,"NELLIE GARRETT",NELLIE.GARRETT@sakilacustomer.org,1,21,94.79,175,"Likely Churned"
240,"MARLENE WELCH",MARLENE.WELCH@sakilacustomer.org,1,26,117.74,175,"Likely Churned"
241,"HEIDI LARSON",HEIDI.LARSON@sakilacustomer.org,0,34,122.66,175,"Inactive (Churned)"
246,"MARIAN MENDOZA",MARIAN.MENDOZA@sakilacustomer.org,1,23,107.77,175,"Likely Churned"
247,"STELLA MORENO",STELLA.MORENO@sakilacustomer.org,1,22,104.78,175,"Likely Churned"
254,"MAXINE SILVA",MAXINE.SILVA@sakilacustomer.org,1,32,116.68,175,"Likely Churned"
256,"MABEL HOLLAND",MABEL.HOLLAND@sakilacustomer.org,1,30,112.70,175,"Likely Churned"
257,"MARSHA DOUGLAS",MARSHA.DOUGLAS@sakilacustomer.org,1,37,151.63,175,"Likely Churned"
259,"LENA JENSEN",LENA.JENSEN@sakilacustomer.org,1,32,168.68,175,"Likely Churned"
262,"PATSY DAVIDSON",PATSY.DAVIDSON@sakilacustomer.org,1,28,119.72,175,"Likely Churned"
270,"LEAH CURTIS",LEAH.CURTIS@sakilacustomer.org,1,25,104.75,175,"Likely Churned"
273,"PRISCILLA LOWE",PRISCILLA.LOWE@sakilacustomer.org,1,35,157.65,175,"Likely Churned"
275,"CAROLE BARNETT",CAROLE.BARNETT@sakilacustomer.org,1,30,108.70,175,"Likely Churned"
276,"BRANDY GRAVES",BRANDY.GRAVES@sakilacustomer.org,1,28,122.72,175,"Likely Churned"
278,"BILLIE HORTON",BILLIE.HORTON@sakilacustomer.org,1,26,88.74,175,"Likely Churned"
280,"TRACEY BARRETT",TRACEY.BARRETT@sakilacustomer.org,1,27,118.73,175,"Likely Churned"
283,"FELICIA SUTTON",FELICIA.SUTTON@sakilacustomer.org,1,28,86.72,175,"Likely Churned"
285,"MIRIAM MCKINNEY",MIRIAM.MCKINNEY@sakilacustomer.org,1,26,135.74,175,"Likely Churned"
286,"VELMA LUCAS",VELMA.LUCAS@sakilacustomer.org,1,27,117.73,175,"Likely Churned"
291,"TONI HOLT",TONI.HOLT@sakilacustomer.org,1,23,95.77,175,"Likely Churned"
293,"MAE FLETCHER",MAE.FLETCHER@sakilacustomer.org,1,31,158.69,175,"Likely Churned"
294,"SHELLY WATTS",SHELLY.WATTS@sakilacustomer.org,1,26,113.74,175,"Likely Churned"
297,"SHERRI RHODES",SHERRI.RHODES@sakilacustomer.org,1,33,128.67,175,"Likely Churned"
298,"ERIKA PENA",ERIKA.PENA@sakilacustomer.org,1,26,101.74,175,"Likely Churned"
302,"MICHAEL SILVERMAN",MICHAEL.SILVERMAN@sakilacustomer.org,1,29,127.71,175,"Likely Churned"
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,1,26,100.74,175,"Likely Churned"
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,1,25,109.75,175,"Likely Churned"
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,1,32,138.68,175,"Likely Churned"
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,1,30,134.70,175,"Likely Churned"
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,1,25,105.75,175,"Likely Churned"
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,1,23,120.77,175,"Likely Churned"
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,1,26,104.74,175,"Likely Churned"
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,1,23,89.77,175,"Likely Churned"
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,1,33,131.67,175,"Likely Churned"
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,1,29,132.71,175,"Likely Churned"
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,1,22,116.78,175,"Likely Churned"
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,1,28,128.72,175,"Likely Churned"
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,1,31,114.69,175,"Likely Churned"
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,1,23,90.77,175,"Likely Churned"
331,"ERIC ROBERT",ERIC.ROBERT@sakilacustomer.org,1,27,122.73,175,"Likely Churned"
341,"PETER MENARD",PETER.MENARD@sakilacustomer.org,1,23,106.77,175,"Likely Churned"
342,"HAROLD MARTINO",HAROLD.MARTINO@sakilacustomer.org,1,32,130.68,175,"Likely Churned"
343,"DOUGLAS GRAF",DOUGLAS.GRAF@sakilacustomer.org,1,25,114.75,175,"Likely Churned"
345,"CARL ARTIS",CARL.ARTIS@sakilacustomer.org,1,23,106.77,175,"Likely Churned"
346,"ARTHUR SIMPKINS",ARTHUR.SIMPKINS@sakilacustomer.org,1,32,155.68,175,"Likely Churned"
347,"RYAN SALISBURY",RYAN.SALISBURY@sakilacustomer.org,1,30,142.70,175,"Likely Churned"
348,"ROGER QUINTANILLA",ROGER.QUINTANILLA@sakilacustomer.org,1,36,146.64,175,"Likely Churned"
350,"JUAN FRALEY",JUAN.FRALEY@sakilacustomer.org,1,23,73.77,175,"Likely Churned"
351,"JACK FOUST",JACK.FOUST@sakilacustomer.org,1,24,89.76,175,"Likely Churned"
353,"JONATHAN SCARBOROUGH",JONATHAN.SCARBOROUGH@sakilacustomer.org,1,18,72.82,175,"Likely Churned"
356,"GERALD FULTZ",GERALD.FULTZ@sakilacustomer.org,1,30,121.70,175,"Likely Churned"
357,"KEITH RICO",KEITH.RICO@sakilacustomer.org,1,26,89.74,175,"Likely Churned"
368,"HARRY ARCE",HARRY.ARCE@sakilacustomer.org,0,35,157.65,175,"Inactive (Churned)"
370,"WAYNE TRUONG",WAYNE.TRUONG@sakilacustomer.org,1,19,70.81,175,"Likely Churned"
371,"BILLY POULIN",BILLY.POULIN@sakilacustomer.org,1,35,149.65,175,"Likely Churned"
372,"STEVE MACKENZIE",STEVE.MACKENZIE@sakilacustomer.org,1,34,158.66,175,"Likely Churned"
375,"AARON SELBY",AARON.SELBY@sakilacustomer.org,1,24,110.76,175,"Likely Churned"
377,"HOWARD FORTNER",HOWARD.FORTNER@sakilacustomer.org,1,26,93.74,175,"Likely Churned"
379,"CARLOS COUGHLIN",CARLOS.COUGHLIN@sakilacustomer.org,1,23,106.77,175,"Likely Churned"
380,"RUSSELL BRINSON",RUSSELL.BRINSON@sakilacustomer.org,1,36,136.64,175,"Likely Churned"
381,"BOBBY BOUDREAU",BOBBY.BOUDREAU@sakilacustomer.org,1,35,106.65,175,"Likely Churned"
382,"VICTOR BARKLEY",VICTOR.BARKLEY@sakilacustomer.org,1,24,91.76,175,"Likely Churned"
383,"MARTIN BALES",MARTIN.BALES@sakilacustomer.org,1,27,103.73,175,"Likely Churned"
385,"PHILLIP HOLM",PHILLIP.HOLM@sakilacustomer.org,1,26,101.74,175,"Likely Churned"
386,"TODD TAN",TODD.TAN@sakilacustomer.org,1,29,117.71,175,"Likely Churned"
389,"ALAN KAHN",ALAN.KAHN@sakilacustomer.org,1,26,124.74,175,"Likely Churned"
393,"PHILIP CAUSEY",PHILIP.CAUSEY@sakilacustomer.org,1,31,121.69,175,"Likely Churned"
395,"JOHNNY TURPIN",JOHNNY.TURPIN@sakilacustomer.org,1,19,57.81,175,"Likely Churned"
399,"DANNY ISOM",DANNY.ISOM@sakilacustomer.org,1,21,91.79,175,"Likely Churned"
400,"BRYAN HARDISON",BRYAN.HARDISON@sakilacustomer.org,1,28,124.72,175,"Likely Churned"
401,"TONY CARRANZA",TONY.CARRANZA@sakilacustomer.org,1,21,73.79,175,"Likely Churned"
402,"LUIS YANEZ",LUIS.YANEZ@sakilacustomer.org,1,20,79.80,175,"Likely Churned"
408,"MANUEL MURRELL",MANUEL.MURRELL@sakilacustomer.org,1,30,116.70,175,"Likely Churned"
413,"MARVIN YEE",MARVIN.YEE@sakilacustomer.org,1,21,75.79,175,"Likely Churned"
414,"VINCENT RALSTON",VINCENT.RALSTON@sakilacustomer.org,1,25,105.75,175,"Likely Churned"
415,"GLENN PULLEN",GLENN.PULLEN@sakilacustomer.org,1,23,93.77,175,"Likely Churned"
416,"JEFFERY PINSON",JEFFERY.PINSON@sakilacustomer.org,1,31,121.69,175,"Likely Churned"
418,"JEFF EAST",JEFF.EAST@sakilacustomer.org,1,30,107.70,175,"Likely Churned"
419,"CHAD CARBONE",CHAD.CARBONE@sakilacustomer.org,1,25,89.75,175,"Likely Churned"
420,"JACOB LANCE",JACOB.LANCE@sakilacustomer.org,1,21,79.79,175,"Likely Churned"
423,"ALFRED CASILLAS",ALFRED.CASILLAS@sakilacustomer.org,1,26,120.74,175,"Likely Churned"
425,"FRANCIS SIKES",FRANCIS.SIKES@sakilacustomer.org,1,26,104.74,175,"Likely Churned"
432,"EDWIN BURK",EDWIN.BURK@sakilacustomer.org,1,23,116.77,175,"Likely Churned"
433,"DON BONE",DON.BONE@sakilacustomer.org,1,25,133.75,175,"Likely Churned"
436,"TROY QUIGLEY",TROY.QUIGLEY@sakilacustomer.org,1,30,144.70,175,"Likely Churned"
439,"ALEXANDER FENNELL",ALEXANDER.FENNELL@sakilacustomer.org,1,36,151.64,175,"Likely Churned"
443,"FRANCISCO SKIDMORE",FRANCISCO.SKIDMORE@sakilacustomer.org,1,22,98.78,175,"Likely Churned"
444,"MARCUS HIDALGO",MARCUS.HIDALGO@sakilacustomer.org,1,30,115.70,175,"Likely Churned"
445,"MICHEAL FORMAN",MICHEAL.FORMAN@sakilacustomer.org,1,26,102.74,175,"Likely Churned"
446,"THEODORE CULP",THEODORE.CULP@sakilacustomer.org,0,31,116.69,175,"Inactive (Churned)"
447,"CLIFFORD BOWENS",CLIFFORD.BOWENS@sakilacustomer.org,1,29,113.71,175,"Likely Churned"
451,"JIM REA",JIM.REA@sakilacustomer.org,1,33,128.67,175,"Likely Churned"
453,"CALVIN MARTEL",CALVIN.MARTEL@sakilacustomer.org,1,23,111.77,175,"Likely Churned"
454,"ALEX GRESHAM",ALEX.GRESHAM@sakilacustomer.org,1,33,151.67,175,"Likely Churned"
455,"JON WILES",JON.WILES@sakilacustomer.org,1,24,87.76,175,"Likely Churned"
456,"RONNIE RICKETTS",RONNIE.RICKETTS@sakilacustomer.org,1,25,100.75,175,"Likely Churned"
458,"LLOYD DOWD",LLOYD.DOWD@sakilacustomer.org,1,19,66.81,175,"Likely Churned"
459,"TOMMY COLLAZO",TOMMY.COLLAZO@sakilacustomer.org,1,38,186.62,175,"Likely Churned"
460,"LEON BOSTIC",LEON.BOSTIC@sakilacustomer.org,1,25,109.75,175,"Likely Churned"
461,"DEREK BLAKELY",DEREK.BLAKELY@sakilacustomer.org,1,28,97.72,175,"Likely Churned"
462,"WARREN SHERROD",WARREN.SHERROD@sakilacustomer.org,1,33,159.67,175,"Likely Churned"
464,"JEROME KENYON",JEROME.KENYON@sakilacustomer.org,1,16,73.84,175,"Likely Churned"
465,"FLOYD GANDY",FLOYD.GANDY@sakilacustomer.org,1,17,69.83,175,"Likely Churned"
466,"LEO EBERT",LEO.EBERT@sakilacustomer.org,1,23,104.77,175,"Likely Churned"
467,"ALVIN DELOACH",ALVIN.DELOACH@sakilacustomer.org,1,29,139.71,175,"Likely Churned"
468,"TIM CARY",TIM.CARY@sakilacustomer.org,1,39,175.61,175,"Likely Churned"
469,"WESLEY BULL",WESLEY.BULL@sakilacustomer.org,1,40,177.60,175,"Likely Churned"
471,"DEAN SAUER",DEAN.SAUER@sakilacustomer.org,1,27,109.73,175,"Likely Churned"
473,"JORGE OLIVARES",JORGE.OLIVARES@sakilacustomer.org,1,34,134.66,175,"Likely Churned"
477,"DAN PAINE",DAN.PAINE@sakilacustomer.org,1,22,109.78,175,"Likely Churned"
478,"LEWIS LYMAN",LEWIS.LYMAN@sakilacustomer.org,1,19,86.81,175,"Likely Churned"
480,"COREY HAUSER",COREY.HAUSER@sakilacustomer.org,1,22,101.78,175,"Likely Churned"
482,"MAURICE CRAWLEY",MAURICE.CRAWLEY@sakilacustomer.org,0,29,138.71,175,"Inactive (Churned)"
484,"ROBERTO VU",ROBERTO.VU@sakilacustomer.org,1,30,139.70,175,"Likely Churned"
487,"HECTOR POINDEXTER",HECTOR.POINDEXTER@sakilacustomer.org,1,26,119.74,175,"Likely Churned"
488,"SHANE MILLARD",SHANE.MILLARD@sakilacustomer.org,1,22,95.78,175,"Likely Churned"
489,"RICARDO MEADOR",RICARDO.MEADOR@sakilacustomer.org,1,21,99.79,175,"Likely Churned"
490,"SAM MCDUFFIE",SAM.MCDUFFIE@sakilacustomer.org,1,24,117.76,175,"Likely Churned"
491,"RICK MATTOX",RICK.MATTOX@sakilacustomer.org,1,27,124.73,175,"Likely Churned"
492,"LESTER KRAUS",LESTER.KRAUS@sakilacustomer.org,1,16,65.84,175,"Likely Churned"
499,"MARC OUTLAW",MARC.OUTLAW@sakilacustomer.org,1,30,123.70,175,"Likely Churned"
500,"REGINALD KINDER",REGINALD.KINDER@sakilacustomer.org,1,28,115.72,175,"Likely Churned"
501,"RUBEN GEARY",RUBEN.GEARY@sakilacustomer.org,1,21,89.79,175,"Likely Churned"
502,"BRETT CORNWELL",BRETT.CORNWELL@sakilacustomer.org,1,34,138.66,175,"Likely Churned"
503,"ANGEL BARCLAY",ANGEL.BARCLAY@sakilacustomer.org,1,32,115.68,175,"Likely Churned"
504,"NATHANIEL ADAM",NATHANIEL.ADAM@sakilacustomer.org,1,28,133.72,175,"Likely Churned"
506,"LESLIE SEWARD",LESLIE.SEWARD@sakilacustomer.org,1,35,152.65,175,"Likely Churned"
509,"RAUL FORTIER",RAUL.FORTIER@sakilacustomer.org,1,20,100.80,175,"Likely Churned"
513,"DUANE TUBBS",DUANE.TUBBS@sakilacustomer.org,1,31,148.69,175,"Likely Churned"
514,"FRANKLIN TROUTMAN",FRANKLIN.TROUTMAN@sakilacustomer.org,1,22,74.78,175,"Likely Churned"
517,"BRAD MCCURDY",BRAD.MCCURDY@sakilacustomer.org,1,25,105.75,175,"Likely Churned"
518,"GABRIEL HARDER",GABRIEL.HARDER@sakilacustomer.org,1,26,111.74,175,"Likely Churned"
520,"MITCHELL WESTMORELAND",MITCHELL.WESTMORELAND@sakilacustomer.org,1,32,134.68,175,"Likely Churned"
522,"ARNOLD HAVENS",ARNOLD.HAVENS@sakilacustomer.org,1,33,167.67,175,"Likely Churned"
526,"KARL SEAL",KARL.SEAL@sakilacustomer.org,1,45,221.55,175,"Likely Churned"
528,"CLAUDE HERZOG",CLAUDE.HERZOG@sakilacustomer.org,1,25,111.75,175,"Likely Churned"
535,"JAVIER ELROD",JAVIER.ELROD@sakilacustomer.org,1,32,135.68,175,"Likely Churned"
536,"FERNANDO CHURCHILL",FERNANDO.CHURCHILL@sakilacustomer.org,1,25,117.75,175,"Likely Churned"
540,"TYRONE ASHER",TYRONE.ASHER@sakilacustomer.org,1,24,112.76,175,"Likely Churned"
541,"DARREN WINDHAM",DARREN.WINDHAM@sakilacustomer.org,1,24,108.76,175,"Likely Churned"
543,"LANCE PEMBERTON",LANCE.PEMBERTON@sakilacustomer.org,1,22,82.78,175,"Likely Churned"
544,"CODY NOLEN",CODY.NOLEN@sakilacustomer.org,1,22,98.78,175,"Likely Churned"
545,"JULIO NOLAND",JULIO.NOLAND@sakilacustomer.org,1,21,89.79,175,"Likely Churned"
546,"KELLY KNOTT",KELLY.KNOTT@sakilacustomer.org,1,25,103.75,175,"Likely Churned"
552,"HUGH WALDROP",HUGH.WALDROP@sakilacustomer.org,1,21,90.79,175,"Likely Churned"
553,"MAX PITT",MAX.PITT@sakilacustomer.org,1,24,107.76,175,"Likely Churned"
554,"DWAYNE OLVERA",DWAYNE.OLVERA@sakilacustomer.org,1,22,101.78,175,"Likely Churned"
556,"ARMANDO GRUBER",ARMANDO.GRUBER@sakilacustomer.org,1,21,83.79,175,"Likely Churned"
559,"EVERETT BANDA",EVERETT.BANDA@sakilacustomer.org,1,28,110.72,175,"Likely Churned"
562,"WALLACE SLONE",WALLACE.SLONE@sakilacustomer.org,1,25,109.75,175,"Likely Churned"
563,"KEN PREWITT",KEN.PREWITT@sakilacustomer.org,1,29,110.71,175,"Likely Churned"
565,"JAIME NETTLES",JAIME.NETTLES@sakilacustomer.org,1,29,126.71,175,"Likely Churned"
567,"ALFREDO MCADAMS",ALFREDO.MCADAMS@sakilacustomer.org,1,20,85.80,175,"Likely Churned"
569,"DAVE GARDINER",DAVE.GARDINER@sakilacustomer.org,1,32,134.68,175,"Likely Churned"
571,"JOHNNIE CHISHOLM",JOHNNIE.CHISHOLM@sakilacustomer.org,1,24,121.76,175,"Likely Churned"
575,"ISAAC OGLESBY",ISAAC.OGLESBY@sakilacustomer.org,1,29,126.71,175,"Likely Churned"
577,"CLIFTON MALCOLM",CLIFTON.MALCOLM@sakilacustomer.org,1,27,117.73,175,"Likely Churned"
578,"WILLARD LUMPKIN",WILLARD.LUMPKIN@sakilacustomer.org,1,22,96.78,175,"Likely Churned"
580,"ROSS GREY",ROSS.GREY@sakilacustomer.org,1,27,99.73,175,"Likely Churned"
581,"VIRGIL WOFFORD",VIRGIL.WOFFORD@sakilacustomer.org,1,27,107.73,175,"Likely Churned"
584,"SALVADOR TEEL",SALVADOR.TEEL@sakilacustomer.org,1,30,129.70,175,"Likely Churned"
586,"KIRK STCLAIR",KIRK.STCLAIR@sakilacustomer.org,1,19,64.81,175,"Likely Churned"
589,"TRACY HERRMANN",TRACY.HERRMANN@sakilacustomer.org,1,28,129.72,175,"Likely Churned"
595,"TERRENCE GUNDERSON",TERRENCE.GUNDERSON@sakilacustomer.org,1,30,117.70,175,"Likely Churned"
598,"WADE DELVALLE",WADE.DELVALLE@sakilacustomer.org,1,22,83.78,175,"Likely Churned"
599,"AUSTIN CINTRON",AUSTIN.CINTRON@sakilacustomer.org,1,19,83.81,175,"Likely Churned"
5,"ELIZABETH BROWN",ELIZABETH.BROWN@sakilacustomer.org,1,38,144.62,0,"Active & Engaged"
9,"MARGARET MOORE",MARGARET.MOORE@sakilacustomer.org,1,23,89.77,0,"Active & Engaged"
11,"LISA ANDERSON",LISA.ANDERSON@sakilacustomer.org,1,24,106.76,0,"Active & Engaged"
14,"BETTY WHITE",BETTY.WHITE@sakilacustomer.org,1,28,117.72,0,"Active & Engaged"
15,"HELEN HARRIS",HELEN.HARRIS@sakilacustomer.org,1,32,134.68,0,"Active & Engaged"
21,"MICHELLE CLARK",MICHELLE.CLARK@sakilacustomer.org,1,35,155.65,0,"Active & Engaged"
22,"LAURA RODRIGUEZ",LAURA.RODRIGUEZ@sakilacustomer.org,1,22,113.78,0,"Active & Engaged"
23,"SARAH LEWIS",SARAH.LEWIS@sakilacustomer.org,1,30,119.70,0,"Active & Engaged"
28,"CYNTHIA YOUNG",CYNTHIA.YOUNG@sakilacustomer.org,1,32,111.68,0,"Active & Engaged"
29,"ANGELA HERNANDEZ",ANGELA.HERNANDEZ@sakilacustomer.org,1,36,140.64,0,"Active & Engaged"
33,"ANNA HILL",ANNA.HILL@sakilacustomer.org,1,21,91.79,0,"Active & Engaged"
41,"STEPHANIE MITCHELL",STEPHANIE.MITCHELL@sakilacustomer.org,1,25,118.75,0,"Active & Engaged"
42,"CAROLYN PEREZ",CAROLYN.PEREZ@sakilacustomer.org,1,30,117.70,0,"Active & Engaged"
43,"CHRISTINE ROBERTS",CHRISTINE.ROBERTS@sakilacustomer.org,1,24,99.76,0,"Active & Engaged"
44,"MARIE TURNER",MARIE.TURNER@sakilacustomer.org,1,26,114.74,0,"Active & Engaged"
52,"JULIE SANCHEZ",JULIE.SANCHEZ@sakilacustomer.org,1,29,107.71,0,"Active & Engaged"
53,"HEATHER MORRIS",HEATHER.MORRIS@sakilacustomer.org,1,30,115.70,0,"Active & Engaged"
56,"GLORIA COOK",GLORIA.COOK@sakilacustomer.org,1,30,135.70,0,"Active & Engaged"
58,"JEAN BELL",JEAN.BELL@sakilacustomer.org,1,27,115.73,0,"Active & Engaged"
60,"MILDRED BAILEY",MILDRED.BAILEY@sakilacustomer.org,1,25,98.75,0,"Active & Engaged"
64,"JUDITH COX",JUDITH.COX@sakilacustomer.org,0,33,100.67,0,"Inactive (Churned)"
69,"JUDY GRAY",JUDY.GRAY@sakilacustomer.org,1,25,96.75,0,"Active & Engaged"
73,"BEVERLY BROOKS",BEVERLY.BROOKS@sakilacustomer.org,1,24,97.76,0,"Active & Engaged"
75,"TAMMY SANDERS",TAMMY.SANDERS@sakilacustomer.org,1,41,155.59,0,"Active & Engaged"
80,"MARILYN ROSS",MARILYN.ROSS@sakilacustomer.org,1,30,137.70,0,"Active & Engaged"
83,"LOUISE JENKINS",LOUISE.JENKINS@sakilacustomer.org,1,25,101.75,0,"Active & Engaged"
87,"WANDA PATTERSON",WANDA.PATTERSON@sakilacustomer.org,1,30,145.70,0,"Active & Engaged"
91,"LOIS BUTLER",LOIS.BUTLER@sakilacustomer.org,1,35,113.65,0,"Active & Engaged"
94,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,1,21,79.79,0,"Active & Engaged"
99,"EMILY DIAZ",EMILY.DIAZ@sakilacustomer.org,1,24,91.76,0,"Active & Engaged"
100,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,1,24,102.76,0,"Active & Engaged"
101,"PEGGY MYERS",PEGGY.MYERS@sakilacustomer.org,1,24,96.76,0,"Active & Engaged"
107,"FLORENCE WOODS",FLORENCE.WOODS@sakilacustomer.org,1,30,126.70,0,"Active & Engaged"
108,"TRACY COLE",TRACY.COLE@sakilacustomer.org,1,30,132.70,0,"Active & Engaged"
111,"CARMEN OWENS",CARMEN.OWENS@sakilacustomer.org,1,26,97.74,0,"Active & Engaged"
114,"GRACE ELLIS",GRACE.ELLIS@sakilacustomer.org,1,33,139.67,0,"Active & Engaged"
115,"WENDY HARRISON",WENDY.HARRISON@sakilacustomer.org,1,30,91.70,0,"Active & Engaged"
120,"SYLVIA ORTIZ",SYLVIA.ORTIZ@sakilacustomer.org,1,32,143.68,0,"Active & Engaged"
135,"JUANITA MASON",JUANITA.MASON@sakilacustomer.org,1,30,110.70,0,"Active & Engaged"
142,"APRIL BURNS",APRIL.BURNS@sakilacustomer.org,1,26,94.74,0,"Active & Engaged"
152,"ALICIA MILLS",ALICIA.MILLS@sakilacustomer.org,1,21,83.79,0,"Active & Engaged"
155,"GAIL KNIGHT",GAIL.KNIGHT@sakilacustomer.org,1,25,109.75,0,"Active & Engaged"
162,"LAUREN HUDSON",LAUREN.HUDSON@sakilacustomer.org,1,20,71.80,0,"Active & Engaged"
163,"CATHY SPENCER",CATHY.SPENCER@sakilacustomer.org,1,29,122.71,0,"Active & Engaged"
168,"REGINA BERRY",REGINA.BERRY@sakilacustomer.org,1,34,135.66,0,"Active & Engaged"
175,"ANNETTE OLSON",ANNETTE.OLSON@sakilacustomer.org,1,24,98.76,0,"Active & Engaged"
178,"MARION SNYDER",MARION.SNYDER@sakilacustomer.org,1,39,194.61,0,"Active & Engaged"
180,"STACY CUNNINGHAM",STACY.CUNNINGHAM@sakilacustomer.org,1,23,98.77,0,"Active & Engaged"
181,"ANA BRADLEY",ANA.BRADLEY@sakilacustomer.org,1,34,174.66,0,"Active & Engaged"
186,"HOLLY FOX",HOLLY.FOX@sakilacustomer.org,1,31,114.69,0,"Active & Engaged"
188,"MELANIE ARMSTRONG",MELANIE.ARMSTRONG@sakilacustomer.org,1,25,92.75,0,"Active & Engaged"
190,"YOLANDA WEAVER",YOLANDA.WEAVER@sakilacustomer.org,1,27,110.73,0,"Active & Engaged"
191,"JEANETTE GREENE",JEANETTE.GREENE@sakilacustomer.org,1,20,74.80,0,"Active & Engaged"
192,"LAURIE LAWRENCE",LAURIE.LAWRENCE@sakilacustomer.org,1,23,99.77,0,"Active & Engaged"
193,"KATIE ELLIOTT",KATIE.ELLIOTT@sakilacustomer.org,1,25,109.75,0,"Active & Engaged"
199,"BETH FRANKLIN",BETH.FRANKLIN@sakilacustomer.org,1,25,103.75,0,"Active & Engaged"
200,"JEANNE LAWSON",JEANNE.LAWSON@sakilacustomer.org,1,27,136.73,0,"Active & Engaged"
208,"LUCY WHEELER",LUCY.WHEELER@sakilacustomer.org,1,26,91.74,0,"Active & Engaged"
211,"STACEY MONTGOMERY",STACEY.MONTGOMERY@sakilacustomer.org,1,34,151.66,0,"Active & Engaged"
213,"GINA WILLIAMSON",GINA.WILLIAMSON@sakilacustomer.org,1,28,111.72,0,"Active & Engaged"
214,"KRISTIN JOHNSTON",KRISTIN.JOHNSTON@sakilacustomer.org,1,31,116.69,0,"Active & Engaged"
215,"JESSIE BANKS",JESSIE.BANKS@sakilacustomer.org,1,26,91.74,0,"Active & Engaged"
216,"NATALIE MEYER",NATALIE.MEYER@sakilacustomer.org,1,23,95.77,0,"Active & Engaged"
219,"WILLIE HOWELL",WILLIE.HOWELL@sakilacustomer.org,1,26,101.74,0,"Active & Engaged"
227,"COLLEEN BURTON",COLLEEN.BURTON@sakilacustomer.org,1,24,87.76,0,"Active & Engaged"
228,"ALLISON STANLEY",ALLISON.STANLEY@sakilacustomer.org,1,27,92.73,0,"Active & Engaged"
229,"TAMARA NGUYEN",TAMARA.NGUYEN@sakilacustomer.org,1,25,93.75,0,"Active & Engaged"
